date,loanage,dlq,N
7/15/10,68,164,1476
8/15/10,68,168,1433
9/15/10,68,174,1679
10/15/10,68,187,1664
11/15/10,68,185,1751
12/15/10,68,160,1607
1/15/11,68,192,1623
2/15/11,68,247,2346
3/15/11,68,232,2474
4/15/11,68,299,2497
5/15/11,68,353,3047
6/15/11,68,348,3200
7/15/11,68,383,3857
8/15/11,68,392,3356
9/15/11,68,318,2939
10/15/11,68,346,2668
11/15/11,68,289,2409
12/15/11,68,201,1760
1/15/12,68,241,2111
2/15/12,68,258,2464
3/15/12,68,225,2126
4/15/12,68,249,2147
5/15/12,68,300,2392
6/15/12,68,232,2081
7/15/12,68,265,2316
8/15/12,68,227,2274
9/15/12,68,266,2326
10/15/12,68,227,2223
11/15/12,68,239,2279
12/15/12,68,228,2132
1/15/13,68,216,2045
2/15/13,68,275,2755
3/15/13,68,222,2373
4/15/13,68,236,2462
5/15/13,68,189,2236
6/15/13,68,193,1782
7/15/13,68,181,2036
8/15/13,68,147,1717
9/15/13,68,173,1739
6/15/01,69,0,24
7/15/01,69,4,37
8/15/01,69,4,48
9/15/01,69,2,31
10/15/01,69,4,27
11/15/01,69,5,53
12/15/01,69,1,37
1/15/02,69,1,43
2/15/02,69,2,55
3/15/02,69,0,47
4/15/02,69,0,30
5/15/02,69,5,27
6/15/02,69,3,26
7/15/02,69,5,21
8/15/02,69,2,31
9/15/02,69,4,21
10/15/02,69,1,29
11/15/02,69,3,27
12/15/02,69,4,26
1/15/03,69,2,19
2/15/03,69,0,13
3/15/03,69,0,10
4/15/03,69,0,13
5/15/03,69,2,21
6/15/03,69,2,22
7/15/03,69,0,29
8/15/03,69,3,37
9/15/03,69,1,36
10/15/03,69,3,38
11/15/03,69,2,29
12/15/03,69,4,41
1/15/04,69,3,38
2/15/04,69,1,45
3/15/04,69,2,47
4/15/04,69,4,48
5/15/04,69,3,67
6/15/04,69,7,85
7/15/04,69,4,96
8/15/04,69,10,195
9/15/04,69,11,218
10/15/04,69,19,231
11/15/04,69,15,246
12/15/04,69,18,294
1/15/05,69,19,198
2/15/05,69,25,488
3/15/05,69,22,504
4/15/05,69,22,465
5/15/05,69,30,496
6/15/05,69,31,494
7/15/05,69,32,434
8/15/05,69,30,441
9/15/05,69,28,416
10/15/05,69,28,386
11/15/05,69,16,338
12/15/05,69,42,401
1/15/06,69,15,220
2/15/06,69,18,254
3/15/06,69,10,312
4/15/06,69,12,243
5/15/06,69,18,279
6/15/06,69,23,273
7/15/06,69,24,276
8/15/06,69,26,314
9/15/06,69,28,257
10/15/06,69,16,322
11/15/06,69,31,285
12/15/06,69,20,256
1/15/07,69,13,234
2/15/07,69,16,258
3/15/07,69,13,305
4/15/07,69,18,288
5/15/07,69,16,310
6/15/07,69,23,331
7/15/07,69,28,318
8/15/07,69,31,411
9/15/07,69,23,286
10/15/07,69,23,399
11/15/07,69,33,389
12/15/07,69,36,390
1/15/08,69,23,367
2/15/08,69,29,351
3/15/08,69,19,377
4/15/08,69,38,385
5/15/08,69,32,459
6/15/08,69,41,491
7/15/08,69,47,609
8/15/08,69,57,653
9/15/08,69,76,762
10/15/08,69,77,884
11/15/08,69,76,837
12/15/08,69,98,1012
1/15/09,69,84,907
2/15/09,69,72,845
3/15/09,69,107,1118
4/15/09,69,98,1100
5/15/09,69,112,1183
6/15/09,69,142,1389
7/15/09,69,150,1388
8/15/09,69,170,1357
9/15/09,69,155,1209
10/15/09,69,122,1157
11/15/09,69,103,915
12/15/09,69,125,1155
1/15/10,69,119,1007
2/15/10,69,133,1180
3/15/10,69,132,1719
4/15/10,69,141,1389
5/15/10,69,135,1222
6/15/10,69,159,1375
7/15/10,69,151,1353
8/15/10,69,160,1497
9/15/10,69,166,1542
10/15/10,69,172,1711
11/15/10,69,196,1642
12/15/10,69,164,1733
1/15/11,69,173,1504
2/15/11,69,179,1894
3/15/11,69,231,2321
4/15/11,69,228,2106
5/15/11,69,310,2597
6/15/11,69,381,2906
7/15/11,69,399,3240
8/15/11,69,432,3477
9/15/11,69,342,3175
10/15/11,69,343,2912
11/15/11,69,289,2345
12/15/11,69,311,2397
1/15/12,69,195,1712
2/15/12,69,218,1977
3/15/12,69,274,2408
4/15/12,69,239,1868
5/15/12,69,286,2043
6/15/12,69,303,2586
7/15/12,69,218,2043
8/15/12,69,255,2412
9/15/12,69,245,1960
10/15/12,69,258,2506
11/15/12,69,205,2009
12/15/12,69,220,2033
1/15/13,69,203,2256
2/15/13,69,225,2021
3/15/13,69,198,2285
4/15/13,69,193,2153
5/15/13,69,204,2445
6/15/13,69,191,2135
7/15/13,69,216,2028
8/15/13,69,169,1840
9/15/13,69,163,1722
6/15/01,70,3,16
7/15/01,70,1,24
8/15/01,70,4,35
9/15/01,70,2,35
10/15/01,70,2,34
11/15/01,70,2,27
12/15/01,70,2,46
1/15/02,70,3,34
2/15/02,70,3,46
3/15/02,70,1,45
4/15/02,70,3,46
5/15/02,70,1,35
6/15/02,70,4,27
7/15/02,70,0,22
8/15/02,70,1,18
9/15/02,70,3,26
10/15/02,70,2,22
11/15/02,70,2,22
12/15/02,70,1,20
1/15/03,70,1,21
2/15/03,70,1,12
3/15/03,70,1,13
4/15/03,70,1,6
5/15/03,70,0,13
6/15/03,70,2,22
7/15/03,70,4,20
8/15/03,70,2,28
9/15/03,70,2,39
10/15/03,70,1,33
11/15/03,70,3,27
12/15/03,70,3,30
1/15/04,70,3,38
2/15/04,70,2,35
3/15/04,70,2,51
4/15/04,70,1,34
5/15/04,70,1,54
6/15/04,70,6,69
7/15/04,70,11,76
8/15/04,70,16,216
9/15/04,70,13,184
10/15/04,70,12,199
11/15/04,70,21,255
12/15/04,70,18,246
1/15/05,70,16,277
2/15/05,70,27,380
3/15/05,70,22,414
4/15/05,70,22,418
5/15/05,70,31,527
6/15/05,70,37,507
7/15/05,70,41,506
8/15/05,70,33,442
9/15/05,70,36,439
10/15/05,70,30,410
11/15/05,70,35,356
12/15/05,70,41,390
1/15/06,70,32,391
2/15/06,70,13,203
3/15/06,70,15,210
4/15/06,70,25,261
5/15/06,70,9,268
6/15/06,70,24,265
7/15/06,70,12,301
8/15/06,70,19,262
9/15/06,70,30,314
10/15/06,70,23,255
11/15/06,70,21,320
12/15/06,70,13,236
1/15/07,70,19,266
2/15/07,70,11,209
3/15/07,70,12,241
4/15/07,70,6,269
5/15/07,70,26,277
6/15/07,70,17,317
7/15/07,70,19,347
8/15/07,70,29,321
9/15/07,70,31,406
10/15/07,70,15,322
11/15/07,70,34,372
12/15/07,70,31,403
1/15/08,70,27,400
2/15/08,70,27,346
3/15/08,70,22,331
4/15/08,70,28,383
5/15/08,70,33,368
6/15/08,70,32,468
7/15/08,70,36,470
8/15/08,70,56,612
9/15/08,70,73,716
10/15/08,70,64,760
11/15/08,70,89,856
12/15/08,70,92,985
1/15/09,70,81,945
2/15/09,70,76,843
3/15/09,70,76,840
4/15/09,70,101,977
5/15/09,70,108,1125
6/15/09,70,133,1289
7/15/09,70,148,1382
8/15/09,70,191,1459
9/15/09,70,173,1298
10/15/09,70,145,1205
11/15/09,70,149,1150
12/15/09,70,126,1017
1/15/10,70,137,1085
2/15/10,70,92,1055
3/15/10,70,112,1231
4/15/10,70,152,1449
5/15/10,70,160,1344
6/15/10,70,153,1380
7/15/10,70,133,1364
8/15/10,70,148,1285
9/15/10,70,193,1493
10/15/10,70,181,1491
11/15/10,70,178,1765
12/15/10,70,170,1561
1/15/11,70,181,1569
2/15/11,70,160,1594
3/15/11,70,179,1843
4/15/11,70,225,1952
5/15/11,70,264,2200
6/15/11,70,278,2727
7/15/11,70,360,3373
8/15/11,70,405,3456
9/15/11,70,426,3256
10/15/11,70,343,3119
11/15/11,70,318,2592
12/15/11,70,305,2395
1/15/12,70,285,2291
2/15/12,70,166,1661
3/15/12,70,198,1983
4/15/12,70,240,2138
5/15/12,70,226,1899
6/15/12,70,232,2050
7/15/12,70,256,2401
8/15/12,70,197,1987
9/15/12,70,243,2010
10/15/12,70,209,2078
11/15/12,70,266,2297
12/15/12,70,195,2059
1/15/13,70,237,2222
2/15/13,70,226,2214
3/15/13,70,165,1695
4/15/13,70,165,2049
5/15/13,70,200,2069
6/15/13,70,241,2105
7/15/13,70,216,2320
8/15/13,70,190,1981
9/15/13,70,191,1870
6/15/01,71,1,11
7/15/01,71,3,17
8/15/01,71,2,19
9/15/01,71,3,30
10/15/01,71,1,45
11/15/01,71,3,27
12/15/01,71,3,26
1/15/02,71,3,57
2/15/02,71,2,32
3/15/02,71,3,40
4/15/02,71,1,41
5/15/02,71,1,46
6/15/02,71,2,31
7/15/02,71,0,25
8/15/02,71,3,23
9/15/02,71,1,19
10/15/02,71,2,22
11/15/02,71,1,18
12/15/02,71,1,21
1/15/03,71,2,24
2/15/03,71,0,22
3/15/03,71,0,7
4/15/03,71,0,11
5/15/03,71,0,6
6/15/03,71,1,14
7/15/03,71,1,23
8/15/03,71,2,21
9/15/03,71,0,29
10/15/03,71,3,37
11/15/03,71,2,32
12/15/03,71,2,41
1/15/04,71,2,34
2/15/04,71,4,35
3/15/04,71,0,30
4/15/04,71,1,34
5/15/04,71,4,35
6/15/04,71,7,53
7/15/04,71,2,60
8/15/04,71,11,191
9/15/04,71,22,241
10/15/04,71,21,209
11/15/04,71,17,211
12/15/04,71,14,217
1/15/05,71,16,242
2/15/05,71,30,536
3/15/05,71,21,350
4/15/05,71,10,348
5/15/05,71,28,449
6/15/05,71,34,545
7/15/05,71,32,543
8/15/05,71,38,526
9/15/05,71,27,438
10/15/05,71,33,427
11/15/05,71,38,372
12/15/05,71,33,390
1/15/06,71,36,337
2/15/06,71,26,347
3/15/06,71,10,190
4/15/06,71,15,192
5/15/06,71,19,274
6/15/06,71,17,235
7/15/06,71,15,265
8/15/06,71,21,280
9/15/06,71,22,252
10/15/06,71,23,306
11/15/06,71,17,258
12/15/06,71,16,235
1/15/07,71,18,300
2/15/07,71,19,227
3/15/07,71,8,192
4/15/07,71,13,208
5/15/07,71,18,290
6/15/07,71,14,290
7/15/07,71,19,320
8/15/07,71,34,359
9/15/07,71,19,298
10/15/07,71,31,463
11/15/07,71,21,321
12/15/07,71,27,389
1/15/08,71,34,411
2/15/08,71,19,388
3/15/08,71,22,303
4/15/08,71,27,302
5/15/08,71,27,407
6/15/08,71,29,364
7/15/08,71,41,489
8/15/08,71,51,498
9/15/08,71,61,654
10/15/08,71,51,714
11/15/08,71,74,761
12/15/08,71,86,974
1/15/09,71,85,933
2/15/09,71,92,884
3/15/09,71,63,785
4/15/09,71,86,766
5/15/09,71,118,1009
6/15/09,71,116,1248
7/15/09,71,136,1200
8/15/09,71,193,1407
9/15/09,71,195,1540
10/15/09,71,157,1470
11/15/09,71,150,1161
12/15/09,71,147,1289
1/15/10,71,111,1049
2/15/10,71,123,1165
3/15/10,71,102,997
4/15/10,71,108,973
5/15/10,71,157,1418
6/15/10,71,141,1536
7/15/10,71,155,1327
8/15/10,71,171,1493
9/15/10,71,156,1326
10/15/10,71,168,1520
11/15/10,71,184,1578
12/15/10,71,180,1729
1/15/11,71,169,1486
2/15/11,71,173,1778
3/15/11,71,131,1647
4/15/11,71,184,1565
5/15/11,71,230,2203
6/15/11,71,262,2075
7/15/11,71,336,2842
8/15/11,71,384,3312
9/15/11,71,379,3197
10/15/11,71,388,3165
11/15/11,71,360,2709
12/15/11,71,312,2503
1/15/12,71,261,2422
2/15/12,71,252,2276
3/15/12,71,163,1555
4/15/12,71,202,1796
5/15/12,71,250,2295
6/15/12,71,238,2126
7/15/12,71,281,2180
8/15/12,71,291,2439
9/15/12,71,206,1733
10/15/12,71,206,2195
11/15/12,71,214,2136
12/15/12,71,233,2106
1/15/13,71,229,2020
2/15/13,71,226,2150
3/15/13,71,164,1793
4/15/13,71,128,1523
5/15/13,71,171,1912
6/15/13,71,196,1837
7/15/13,71,238,2374
8/15/13,71,220,2152
9/15/13,71,189,1838
6/15/01,72,0,9
7/15/01,72,1,8
8/15/01,72,2,16
9/15/01,72,1,18
10/15/01,72,2,32
11/15/01,72,3,40
12/15/01,72,0,27
1/15/02,72,3,28
2/15/02,72,4,40
3/15/02,72,3,33
4/15/02,72,4,42
5/15/02,72,2,47
6/15/02,72,3,42
7/15/02,72,1,37
8/15/02,72,3,29
9/15/02,72,2,17
10/15/02,72,2,23
11/15/02,72,2,19
12/15/02,72,3,13
1/15/03,72,1,27
2/15/03,72,2,22
3/15/03,72,3,28
4/15/03,72,2,13
5/15/03,72,0,12
6/15/03,72,1,13
7/15/03,72,0,15
8/15/03,72,0,24
9/15/03,72,4,22
10/15/03,72,1,24
11/15/03,72,5,26
12/15/03,72,3,37
1/15/04,72,3,41
2/15/04,72,4,32
3/15/04,72,3,29
4/15/04,72,1,34
5/15/04,72,3,43
6/15/04,72,3,48
7/15/04,72,1,51
8/15/04,72,13,169
9/15/04,72,18,190
10/15/04,72,13,216
11/15/04,72,12,206
12/15/04,72,18,194
1/15/05,72,13,240
2/15/05,72,23,493
3/15/05,72,12,486
4/15/05,72,22,322
5/15/05,72,28,363
6/15/05,72,25,437
7/15/05,72,32,527
8/15/05,72,38,576
9/15/05,72,51,453
10/15/05,72,36,419
11/15/05,72,34,443
12/15/05,72,18,359
1/15/06,72,23,402
2/15/06,72,26,308
3/15/06,72,20,343
4/15/06,72,11,163
5/15/06,72,17,239
6/15/06,72,17,297
7/15/06,72,18,268
8/15/06,72,23,271
9/15/06,72,21,283
10/15/06,72,16,254
11/15/06,72,21,292
12/15/06,72,14,227
1/15/07,72,26,318
2/15/07,72,22,247
3/15/07,72,9,239
4/15/07,72,9,168
5/15/07,72,10,207
6/15/07,72,25,322
7/15/07,72,21,310
8/15/07,72,24,328
9/15/07,72,19,327
10/15/07,72,28,351
11/15/07,72,38,400
12/15/07,72,26,306
1/15/08,72,37,402
2/15/08,72,30,394
3/15/08,72,22,361
4/15/08,72,15,284
5/15/08,72,30,298
6/15/08,72,34,383
7/15/08,72,29,373
8/15/08,72,42,509
9/15/08,72,46,549
10/15/08,72,74,670
11/15/08,72,101,755
12/15/08,72,78,809
1/15/09,72,84,897
2/15/09,72,101,886
3/15/09,72,66,901
4/15/09,72,67,761
5/15/09,72,72,837
6/15/09,72,116,1077
7/15/09,72,118,1185
8/15/09,72,159,1329
9/15/09,72,178,1471
10/15/09,72,170,1611
11/15/09,72,149,1340
12/15/09,72,147,1302
1/15/10,72,143,1198
2/15/10,72,92,1026
3/15/10,72,92,1080
4/15/10,72,84,801
5/15/10,72,98,1004
6/15/10,72,132,1516
7/15/10,72,169,1400
8/15/10,72,166,1380
9/15/10,72,168,1481
10/15/10,72,146,1359
11/15/10,72,149,1497
12/15/10,72,173,1474
1/15/11,72,209,1630
2/15/11,72,165,1620
3/15/11,72,175,1738
4/15/11,72,142,1415
5/15/11,72,160,1557
6/15/11,72,277,2129
7/15/11,72,212,2198
8/15/11,72,304,2692
9/15/11,72,366,3123
10/15/11,72,369,2964
11/15/11,72,386,3106
12/15/11,72,347,2900
1/15/12,72,296,2550
2/15/12,72,260,2412
3/15/12,72,210,2052
4/15/12,72,158,1442
5/15/12,72,202,1699
6/15/12,72,275,2161
7/15/12,72,253,2021
8/15/12,72,215,2156
9/15/12,72,271,2198
10/15/12,72,187,1911
11/15/12,72,203,2186
12/15/12,72,203,1972
1/15/13,72,221,2375
2/15/13,72,202,2022
3/15/13,72,155,1780
4/15/13,72,131,1717
5/15/13,72,161,1442
6/15/13,72,179,1702
7/15/13,72,164,2084
8/15/13,72,217,2251
9/15/13,72,207,2036
6/15/01,73,0,6
7/15/01,73,1,8
8/15/01,73,1,13
9/15/01,73,1,14
10/15/01,73,0,23
11/15/01,73,3,36
12/15/01,73,2,38
1/15/02,73,1,33
2/15/02,73,2,26
3/15/02,73,0,45
4/15/02,73,2,35
5/15/02,73,2,44
6/15/02,73,5,45
7/15/02,73,3,48
8/15/02,73,2,36
9/15/02,73,6,28
10/15/02,73,1,18
11/15/02,73,2,19
12/15/02,73,2,22
1/15/03,73,1,18
2/15/03,73,3,22
3/15/03,73,4,21
4/15/03,73,0,24
5/15/03,73,1,15
6/15/03,73,0,13
7/15/03,73,0,9
8/15/03,73,1,13
9/15/03,73,2,22
10/15/03,73,3,17
11/15/03,73,0,34
12/15/03,73,2,34
1/15/04,73,1,29
2/15/04,73,1,33
3/15/04,73,1,29
4/15/04,73,1,33
5/15/04,73,3,24
6/15/04,73,5,46
7/15/04,73,5,43
8/15/04,73,15,166
9/15/04,73,11,189
10/15/04,73,15,216
11/15/04,73,9,231
12/15/04,73,12,186
1/15/05,73,14,197
2/15/05,73,32,484
3/15/05,73,23,402
4/15/05,73,24,406
5/15/05,73,25,328
6/15/05,73,26,364
7/15/05,73,35,484
8/15/05,73,32,536
9/15/05,73,48,533
10/15/05,73,41,477
11/15/05,73,41,424
12/15/05,73,33,444
1/15/06,73,30,378
2/15/06,73,29,379
3/15/06,73,15,300
4/15/06,73,20,289
5/15/06,73,13,177
6/15/06,73,22,215
7/15/06,73,32,305
8/15/06,73,24,286
9/15/06,73,19,255
10/15/06,73,21,295
11/15/06,73,12,236
12/15/06,73,27,249
1/15/07,73,16,247
2/15/07,73,17,257
3/15/07,73,16,235
4/15/07,73,15,200
5/15/07,73,11,178
6/15/07,73,16,245
7/15/07,73,24,323
8/15/07,73,29,298
9/15/07,73,23,336
10/15/07,73,17,367
11/15/07,73,19,334
12/15/07,73,28,428
1/15/08,73,24,331
2/15/08,73,25,380
3/15/08,73,24,367
4/15/08,73,22,342
5/15/08,73,22,291
6/15/08,73,21,303
7/15/08,73,37,389
8/15/08,73,34,354
9/15/08,73,53,577
10/15/08,73,44,514
11/15/08,73,66,632
12/15/08,73,87,832
1/15/09,73,78,723
2/15/09,73,94,944
3/15/09,73,52,816
4/15/09,73,80,807
5/15/09,73,86,719
6/15/09,73,85,890
7/15/09,73,110,1074
8/15/09,73,160,1110
9/15/09,73,176,1273
10/15/09,73,201,1457
11/15/09,73,173,1449
12/15/09,73,180,1517
1/15/10,73,148,1229
2/15/10,73,126,1318
3/15/10,73,84,1105
4/15/10,73,79,908
5/15/10,73,80,825
6/15/10,73,112,1129
7/15/10,73,159,1512
8/15/10,73,156,1386
9/15/10,73,134,1208
10/15/10,73,136,1438
11/15/10,73,153,1366
12/15/10,73,131,1436
1/15/11,73,136,1346
2/15/11,73,162,1746
3/15/11,73,127,1626
4/15/11,73,172,1378
5/15/11,73,170,1460
6/15/11,73,186,1583
7/15/11,73,255,2341
8/15/11,73,260,2241
9/15/11,73,293,2666
10/15/11,73,367,3098
11/15/11,73,363,2844
12/15/11,73,340,3023
1/15/12,73,294,2783
2/15/12,73,260,2443
3/15/12,73,246,2214
4/15/12,73,208,1936
5/15/12,73,157,1437
6/15/12,73,211,1749
7/15/12,73,270,2138
8/15/12,73,203,2056
9/15/12,73,253,1867
10/15/12,73,221,2182
11/15/12,73,182,1869
12/15/12,73,230,2053
1/15/13,73,187,1992
2/15/13,73,201,2072
3/15/13,73,146,1515
4/15/13,73,143,1478
5/15/13,73,148,1555
6/15/13,73,138,1331
7/15/13,73,183,1933
8/15/13,73,216,1982
9/15/13,73,225,2347
6/15/01,74,1,4
7/15/01,74,0,6
8/15/01,74,1,9
9/15/01,74,1,10
10/15/01,74,1,15
11/15/01,74,1,23
12/15/01,74,2,29
1/15/02,74,2,45
2/15/02,74,1,35
3/15/02,74,0,21
4/15/02,74,5,44
5/15/02,74,2,35
6/15/02,74,2,40
7/15/02,74,3,47
8/15/02,74,2,37
9/15/02,74,0,35
10/15/02,74,2,24
11/15/02,74,2,23
12/15/02,74,4,21
1/15/03,74,2,20
2/15/03,74,1,14
3/15/03,74,1,16
4/15/03,74,0,12
5/15/03,74,1,31
6/15/03,74,0,11
7/15/03,74,3,12
8/15/03,74,1,8
9/15/03,74,0,20
10/15/03,74,2,24
11/15/03,74,1,17
12/15/03,74,9,42
1/15/04,74,2,38
2/15/04,74,2,31
3/15/04,74,1,32
4/15/04,74,2,21
5/15/04,74,3,25
6/15/04,74,3,33
7/15/04,74,3,35
8/15/04,74,13,137
9/15/04,74,17,160
10/15/04,74,18,206
11/15/04,74,17,196
12/15/04,74,21,224
1/15/05,74,17,202
2/15/05,74,30,478
3/15/05,74,18,435
4/15/05,74,17,348
5/15/05,74,31,461
6/15/05,74,28,355
7/15/05,74,33,344
8/15/05,74,32,484
9/15/05,74,39,521
10/15/05,74,39,498
11/15/05,74,45,478
12/15/05,74,18,438
1/15/06,74,40,453
2/15/06,74,16,353
3/15/06,74,10,298
4/15/06,74,13,259
5/15/06,74,25,332
6/15/06,74,17,178
7/15/06,74,19,220
8/15/06,74,18,282
9/15/06,74,19,280
10/15/06,74,27,268
11/15/06,74,20,278
12/15/06,74,15,198
1/15/07,74,13,290
2/15/07,74,14,241
3/15/07,74,8,256
4/15/07,74,15,210
5/15/07,74,11,197
6/15/07,74,16,192
7/15/07,74,15,224
8/15/07,74,25,321
9/15/07,74,18,286
10/15/07,74,24,359
11/15/07,74,29,360
12/15/07,74,26,344
1/15/08,74,34,417
2/15/08,74,16,306
3/15/08,74,33,339
4/15/08,74,23,311
5/15/08,74,23,371
6/15/08,74,28,319
7/15/08,74,31,342
8/15/08,74,39,391
9/15/08,74,42,452
10/15/08,74,52,536
11/15/08,74,61,567
12/15/08,74,77,735
1/15/09,74,82,741
2/15/09,74,68,715
3/15/09,74,64,896
4/15/09,74,70,724
5/15/09,74,91,834
6/15/09,74,69,865
7/15/09,74,87,824
8/15/09,74,127,1058
9/15/09,74,155,1233
10/15/09,74,144,1280
11/15/09,74,184,1406
12/15/09,74,184,1690
1/15/10,74,156,1396
2/15/10,74,116,1237
3/15/10,74,89,1348
4/15/10,74,75,839
5/15/10,74,104,940
6/15/10,74,86,922
7/15/10,74,123,1051
8/15/10,74,159,1466
9/15/10,74,151,1416
10/15/10,74,138,1358
11/15/10,74,147,1525
12/15/10,74,134,1348
1/15/11,74,153,1477
2/15/11,74,150,1500
3/15/11,74,122,1679
4/15/11,74,134,1320
5/15/11,74,146,1517
6/15/11,74,154,1450
7/15/11,74,170,1614
8/15/11,74,219,2231
9/15/11,74,247,2073
10/15/11,74,293,2547
11/15/11,74,347,2757
12/15/11,74,318,2748
1/15/12,74,354,2963
2/15/12,74,273,2752
3/15/12,74,257,2311
4/15/12,74,211,2085
5/15/12,74,200,1856
6/15/12,74,162,1464
7/15/12,74,195,1729
8/15/12,74,210,2151
9/15/12,74,231,1781
10/15/12,74,201,2066
11/15/12,74,224,2157
12/15/12,74,194,1677
1/15/13,74,216,2105
2/15/13,74,169,2097
3/15/13,74,160,1835
4/15/13,74,99,1468
5/15/13,74,138,1541
6/15/13,74,145,1421
7/15/13,74,142,1434
8/15/13,74,161,1893
9/15/13,74,175,1961
6/15/01,75,0,6
7/15/01,75,0,5
8/15/01,75,0,4
9/15/01,75,0,6
10/15/01,75,2,9
11/15/01,75,1,16
12/15/01,75,2,25
1/15/02,75,3,40
2/15/02,75,4,38
3/15/02,75,0,31
4/15/02,75,0,24
5/15/02,75,1,41
6/15/02,75,4,34
7/15/02,75,3,37
8/15/02,75,3,53
9/15/02,75,2,47
10/15/02,75,1,41
11/15/02,75,0,17
12/15/02,75,2,22
1/15/03,75,0,14
2/15/03,75,2,19
3/15/03,75,1,18
4/15/03,75,1,9
5/15/03,75,0,29
6/15/03,75,3,29
7/15/03,75,1,15
8/15/03,75,0,9
9/15/03,75,1,10
10/15/03,75,1,18
11/15/03,75,1,27
12/15/03,75,1,25
1/15/04,75,4,27
2/15/04,75,0,41
3/15/04,75,1,26
4/15/04,75,0,18
5/15/04,75,3,24
6/15/04,75,3,31
7/15/04,75,3,31
8/15/04,75,6,94
9/15/04,75,11,126
10/15/04,75,16,167
11/15/04,75,20,186
12/15/04,75,8,185
1/15/05,75,16,225
2/15/05,75,26,386
3/15/05,75,22,401
4/15/05,75,24,380
5/15/05,75,24,375
6/15/05,75,32,461
7/15/05,75,24,345
8/15/05,75,33,358
9/15/05,75,42,436
10/15/05,75,40,550
11/15/05,75,42,536
12/15/05,75,34,516
1/15/06,75,36,462
2/15/06,75,24,397
3/15/06,75,21,303
4/15/06,75,21,306
5/15/06,75,25,293
6/15/06,75,17,279
7/15/06,75,16,195
8/15/06,75,14,203
9/15/06,75,20,288
10/15/06,75,29,267
11/15/06,75,15,268
12/15/06,75,16,258
1/15/07,75,21,268
2/15/07,75,17,246
3/15/07,75,14,238
4/15/07,75,15,224
5/15/07,75,15,221
6/15/07,75,11,191
7/15/07,75,10,179
8/15/07,75,15,231
9/15/07,75,21,294
10/15/07,75,19,317
11/15/07,75,24,346
12/15/07,75,29,324
1/15/08,75,32,372
2/15/08,75,35,387
3/15/08,75,15,294
4/15/08,75,20,315
5/15/08,75,26,334
6/15/08,75,28,365
7/15/08,75,28,327
8/15/08,75,25,349
9/15/08,75,46,429
10/15/08,75,47,394
11/15/08,75,58,524
12/15/08,75,68,599
1/15/09,75,83,696
2/15/09,75,61,743
3/15/09,75,50,748
4/15/09,75,72,751
5/15/09,75,86,767
6/15/09,75,85,858
7/15/09,75,85,838
8/15/09,75,100,809
9/15/09,75,158,1127
10/15/09,75,131,1228
11/15/09,75,145,1312
12/15/09,75,169,1632
1/15/10,75,180,1619
2/15/10,75,143,1509
3/15/10,75,81,1338
4/15/10,75,88,1071
5/15/10,75,84,803
6/15/10,75,94,989
7/15/10,75,90,876
8/15/10,75,95,976
9/15/10,75,144,1360
10/15/10,75,145,1488
11/15/10,75,128,1435
12/15/10,75,122,1469
1/15/11,75,152,1301
2/15/11,75,150,1559
3/15/11,75,124,1453
4/15/11,75,167,1457
5/15/11,75,180,1456
6/15/11,75,165,1572
7/15/11,75,156,1467
8/15/11,75,146,1516
9/15/11,75,251,2164
10/15/11,75,205,2017
11/15/11,75,307,2383
12/15/11,75,305,2876
1/15/12,75,283,2714
2/15/12,75,280,2971
3/15/12,75,265,2628
4/15/12,75,256,2154
5/15/12,75,203,1979
6/15/12,75,213,1919
7/15/12,75,167,1499
8/15/12,75,178,1776
9/15/12,75,245,1843
10/15/12,75,191,1884
11/15/12,75,183,1817
12/15/12,75,201,2002
1/15/13,75,174,1862
2/15/13,75,201,1925
3/15/13,75,130,1614
4/15/13,75,146,1520
5/15/13,75,129,1429
6/15/13,75,155,1333
7/15/13,75,136,1505
8/15/13,75,120,1283
9/15/13,75,159,1734
6/15/01,76,0,1
7/15/01,76,0,7
8/15/01,76,1,7
9/15/01,76,0,5
10/15/01,76,0,11
11/15/01,76,1,10
12/15/01,76,1,16
1/15/02,76,3,26
2/15/02,76,1,31
3/15/02,76,1,32
4/15/02,76,3,26
5/15/02,76,0,25
6/15/02,76,2,48
7/15/02,76,2,31
8/15/02,76,2,40
9/15/02,76,5,60
10/15/02,76,6,49
11/15/02,76,4,35
12/15/02,76,2,22
1/15/03,76,3,18
2/15/03,76,0,12
3/15/03,76,0,14
4/15/03,76,0,15
5/15/03,76,1,20
6/15/03,76,2,25
7/15/03,76,2,27
8/15/03,76,2,16
9/15/03,76,0,9
10/15/03,76,1,14
11/15/03,76,0,13
12/15/03,76,4,30
1/15/04,76,4,25
2/15/04,76,0,26
3/15/04,76,1,30
4/15/04,76,1,21
5/15/04,76,2,36
6/15/04,76,2,28
7/15/04,76,4,28
8/15/04,76,6,73
9/15/04,76,8,83
10/15/04,76,8,137
11/15/04,76,9,173
12/15/04,76,16,167
1/15/05,76,18,196
2/15/05,76,30,481
3/15/05,76,15,395
4/15/05,76,16,369
5/15/05,76,24,404
6/15/05,76,25,365
7/15/05,76,30,441
8/15/05,76,19,334
9/15/05,76,25,348
10/15/05,76,23,442
11/15/05,76,52,598
12/15/05,76,41,530
1/15/06,76,41,518
2/15/06,76,24,406
3/15/06,76,20,371
