date,loanage,dlq,N
1/15/02,30,8,118
2/15/02,30,6,111
3/15/02,30,7,105
4/15/02,30,10,86
5/15/02,30,4,105
6/15/02,30,5,78
7/15/02,30,5,68
8/15/02,30,5,66
9/15/02,30,11,75
10/15/02,30,3,55
11/15/02,30,2,55
12/15/02,30,4,65
1/15/03,30,2,63
2/15/03,30,4,64
3/15/03,30,4,40
4/15/03,30,0,23
5/15/03,30,1,22
6/15/03,30,8,64
7/15/03,30,3,63
8/15/03,30,3,65
9/15/03,30,8,71
10/15/03,30,6,63
11/15/03,30,7,63
12/15/03,30,14,242
1/15/04,30,16,235
2/15/04,30,14,215
3/15/04,30,8,223
4/15/04,30,9,149
5/15/04,30,17,187
6/15/04,30,17,146
7/15/04,30,8,143
8/15/04,30,13,294
9/15/04,30,29,296
10/15/04,30,21,268
11/15/04,30,22,260
12/15/04,30,19,356
1/15/05,30,29,330
2/15/05,30,79,951
3/15/05,30,49,832
4/15/05,30,76,894
5/15/05,30,72,892
6/15/05,30,78,940
7/15/05,30,82,1040
8/15/05,30,88,1113
9/15/05,30,71,1048
10/15/05,30,67,982
11/15/05,30,119,1027
12/15/05,30,110,1325
1/15/06,30,105,1478
2/15/06,30,105,1565
3/15/06,30,60,1512
4/15/06,30,69,1143
5/15/06,30,76,1287
6/15/06,30,79,1100
7/15/06,30,95,1186
8/15/06,30,72,971
9/15/06,30,74,1045
10/15/06,30,73,1042
11/15/06,30,86,1033
12/15/06,30,127,1495
1/15/07,30,91,1520
2/15/07,30,92,1370
3/15/07,30,92,1555
4/15/07,30,94,1398
5/15/07,30,82,1477
6/15/07,30,128,1485
7/15/07,30,135,1590
8/15/07,30,163,1387
9/15/07,30,163,1562
10/15/07,30,142,1551
11/15/07,30,136,1452
12/15/07,30,216,2060
1/15/08,30,242,2298
2/15/08,30,258,2731
3/15/08,30,298,3108
4/15/08,30,327,2656
5/15/08,30,380,3297
6/15/08,30,393,2918
7/15/08,30,416,3183
8/15/08,30,418,3031
9/15/08,30,513,3243
10/15/08,30,412,2772
11/15/08,30,514,3366
12/15/08,30,775,5129
1/15/09,30,696,4331
2/15/09,30,808,4726
3/15/09,30,813,5144
4/15/09,30,671,3892
5/15/09,30,776,4695
6/15/09,30,830,5139
7/15/09,30,895,5463
8/15/09,30,869,4561
9/15/09,30,895,4862
10/15/09,30,809,4777
11/15/09,30,936,5033
12/15/09,30,1101,6760
1/15/10,30,1288,7315
2/15/10,30,1115,8347
3/15/10,30,896,7400
4/15/10,30,806,5667
5/15/10,30,839,5107
6/15/10,30,712,5256
7/15/10,30,687,5091
8/15/10,30,531,3830
9/15/10,30,594,4221
10/15/10,30,577,4229
11/15/10,30,604,4468
12/15/10,30,574,4856
1/15/11,30,569,4498
2/15/11,30,593,4561
3/15/11,30,373,4185
4/15/11,30,389,3297
5/15/11,30,363,3120
6/15/11,30,419,3421
7/15/11,30,315,2899
8/15/11,30,273,2627
9/15/11,30,400,3419
10/15/11,30,389,3141
11/15/11,30,360,3291
12/15/11,30,419,3680
1/15/12,30,376,3734
2/15/12,30,307,3482
3/15/12,30,284,3400
4/15/12,30,297,3106
5/15/12,30,289,2983
6/15/12,30,322,2943
7/15/12,30,370,3468
8/15/12,30,339,3464
9/15/12,30,286,2736
10/15/12,30,199,1830
11/15/12,30,178,1793
12/15/12,30,296,2653
1/15/13,30,288,3345
2/15/13,30,256,3202
3/15/13,30,267,3550
4/15/13,30,125,1730
5/15/13,30,115,1588
6/15/13,30,139,1445
7/15/13,30,136,1746
8/15/13,30,104,1298
9/15/13,30,119,1429
6/15/01,31,7,82
7/15/01,31,5,85
8/15/01,31,4,104
9/15/01,31,10,111
10/15/01,31,4,130
11/15/01,31,10,86
12/15/01,31,2,89
1/15/02,31,10,115
2/15/02,31,2,106
3/15/02,31,6,95
4/15/02,31,10,110
5/15/02,31,7,98
6/15/02,31,4,101
7/15/02,31,8,79
8/15/02,31,7,70
9/15/02,31,7,70
10/15/02,31,5,71
11/15/02,31,2,49
12/15/02,31,5,55
1/15/03,31,8,56
2/15/03,31,4,63
3/15/03,31,3,46
4/15/03,31,2,28
5/15/03,31,1,30
6/15/03,31,7,75
7/15/03,31,7,75
8/15/03,31,2,68
9/15/03,31,5,69
10/15/03,31,4,68
11/15/03,31,3,51
12/15/03,31,11,170
1/15/04,31,15,215
2/15/04,31,13,211
3/15/04,31,10,204
4/15/04,31,11,184
5/15/04,31,15,158
6/15/04,31,15,228
7/15/04,31,7,141
8/15/04,31,25,290
9/15/04,31,23,315
10/15/04,31,22,297
11/15/04,31,25,265
12/15/04,31,11,231
1/15/05,31,36,353
2/15/05,31,60,830
3/15/05,31,51,826
4/15/05,31,42,744
5/15/05,31,55,849
6/15/05,31,65,919
7/15/05,31,77,926
8/15/05,31,74,1134
9/15/05,31,74,1041
10/15/05,31,88,1156
11/15/05,31,113,974
12/15/05,31,86,991
1/15/06,31,83,1271
2/15/06,31,81,1370
3/15/06,31,65,1537
4/15/06,31,67,1188
5/15/06,31,70,1368
6/15/06,31,81,1258
7/15/06,31,78,1107
8/15/06,31,72,1165
9/15/06,31,79,964
10/15/06,31,75,1136
11/15/06,31,69,929
12/15/06,31,81,1038
1/15/07,31,102,1608
2/15/07,31,112,1428
3/15/07,31,77,1335
4/15/07,31,102,1301
5/15/07,31,103,1267
6/15/07,31,121,1468
7/15/07,31,148,1565
8/15/07,31,175,1613
9/15/07,31,143,1309
10/15/07,31,157,1741
11/15/07,31,129,1281
12/15/07,31,146,1455
1/15/08,31,238,2268
2/15/08,31,201,2309
3/15/08,31,224,2432
4/15/08,31,304,2668
5/15/08,31,339,2920
6/15/08,31,390,3260
7/15/08,31,396,3090
8/15/08,31,442,3223
9/15/08,31,459,3457
10/15/08,31,496,3453
11/15/08,31,447,2605
12/15/08,31,603,3773
1/15/09,31,820,4781
2/15/09,31,641,4152
3/15/09,31,780,4675
4/15/09,31,828,4819
5/15/09,31,732,4207
6/15/09,31,848,5241
7/15/09,31,849,4908
8/15/09,31,997,5169
9/15/09,31,854,5127
10/15/09,31,884,4736
11/15/09,31,869,4736
12/15/09,31,867,4947
1/15/10,31,1141,6408
2/15/10,31,1082,7251
3/15/10,31,971,8382
4/15/10,31,827,6188
5/15/10,31,773,5289
6/15/10,31,873,5683
7/15/10,31,738,5027
8/15/10,31,682,4899
9/15/10,31,541,4072
10/15/10,31,555,4541
11/15/10,31,507,4190
12/15/10,31,500,4337
1/15/11,31,610,4644
2/15/11,31,532,4882
3/15/11,31,466,4837
4/15/11,31,443,3563
5/15/11,31,350,3453
6/15/11,31,367,3098
7/15/11,31,460,3850
8/15/11,31,338,2971
9/15/11,31,276,2356
10/15/11,31,424,3473
11/15/11,31,392,3265
12/15/11,31,382,3450
1/15/12,31,360,3814
2/15/12,31,290,3370
3/15/12,31,237,2995
4/15/12,31,305,3135
5/15/12,31,322,3395
6/15/12,31,323,3179
7/15/12,31,335,3185
8/15/12,31,346,3599
9/15/12,31,378,3468
10/15/12,31,307,3224
11/15/12,31,160,1614
12/15/12,31,169,1763
1/15/13,31,268,2736
2/15/13,31,257,3254
3/15/13,31,191,2790
4/15/13,31,207,2916
5/15/13,31,109,1678
6/15/13,31,146,1512
7/15/13,31,152,1872
8/15/13,31,127,1463
9/15/13,31,127,1351
6/15/01,32,4,72
7/15/01,32,0,79
8/15/01,32,7,89
9/15/01,32,7,100
10/15/01,32,5,110
11/15/01,32,7,127
12/15/01,32,4,88
1/15/02,32,5,98
2/15/02,32,7,108
3/15/02,32,7,112
4/15/02,32,2,86
5/15/02,32,2,106
6/15/02,32,10,99
7/15/02,32,9,104
8/15/02,32,14,75
9/15/02,32,7,75
10/15/02,32,6,73
11/15/02,32,5,61
12/15/02,32,10,55
1/15/03,32,2,59
2/15/03,32,5,48
3/15/03,32,6,58
4/15/03,32,3,39
5/15/03,32,3,32
6/15/03,32,12,70
7/15/03,32,7,83
8/15/03,32,9,77
9/15/03,32,8,77
10/15/03,32,3,74
11/15/03,32,5,61
12/15/03,32,11,158
1/15/04,32,11,186
2/15/04,32,6,215
3/15/04,32,5,207
4/15/04,32,10,161
5/15/04,32,9,210
6/15/04,32,12,198
7/15/04,32,11,211
8/15/04,32,17,238
9/15/04,32,19,308
10/15/04,32,37,348
11/15/04,32,21,327
12/15/04,32,15,264
1/15/05,32,27,244
2/15/05,32,60,781
3/15/05,32,45,721
4/15/05,32,62,713
5/15/05,32,44,741
6/15/05,32,58,895
7/15/05,32,79,982
8/15/05,32,71,990
9/15/05,32,73,1079
10/15/05,32,84,1183
11/15/05,32,100,1122
12/15/05,32,71,939
1/15/06,32,81,1068
2/15/06,32,65,1226
3/15/06,32,47,1339
4/15/06,32,73,1217
5/15/06,32,67,1334
6/15/06,32,73,1281
7/15/06,32,73,1258
8/15/06,32,96,1203
9/15/06,32,71,1170
10/15/06,32,60,1029
11/15/06,32,91,1109
12/15/06,32,78,914
1/15/07,32,78,1222
2/15/07,32,119,1498
3/15/07,32,82,1418
4/15/07,32,75,1148
5/15/07,32,97,1339
6/15/07,32,129,1393
7/15/07,32,129,1567
8/15/07,32,152,1478
9/15/07,32,165,1434
10/15/07,32,134,1680
11/15/07,32,187,1651
12/15/07,32,150,1364
1/15/08,32,164,1558
2/15/08,32,236,2236
3/15/08,32,215,2166
4/15/08,32,268,2285
5/15/08,32,322,2979
6/15/08,32,317,2971
7/15/08,32,398,3228
8/15/08,32,451,3414
9/15/08,32,473,3422
10/15/08,32,490,3513
11/15/08,32,499,3419
12/15/08,32,515,3244
1/15/09,32,602,3522
2/15/09,32,774,4506
3/15/09,32,605,4060
4/15/09,32,792,3986
5/15/09,32,848,5088
6/15/09,32,715,4515
7/15/09,32,840,5221
8/15/09,32,892,4944
9/15/09,32,926,5198
10/15/09,32,850,4876
11/15/09,32,826,4458
12/15/09,32,781,4772
1/15/10,32,886,5199
2/15/10,32,1041,6533
3/15/10,32,939,7458
4/15/10,32,881,6879
5/15/10,32,899,5906
6/15/10,32,850,5776
7/15/10,32,734,5341
8/15/10,32,720,5255
9/15/10,32,708,5116
10/15/10,32,485,4109
11/15/10,32,580,4499
12/15/10,32,536,4061
1/15/11,32,573,4360
2/15/11,32,577,5135
3/15/11,32,448,4958
4/15/11,32,465,4035
5/15/11,32,425,3640
6/15/11,32,403,3248
7/15/11,32,376,3278
8/15/11,32,458,3675
9/15/11,32,314,3108
10/15/11,32,285,2515
11/15/11,32,405,3475
12/15/11,32,354,3274
1/15/12,32,362,3243
2/15/12,32,308,3646
3/15/12,32,252,3117
4/15/12,32,263,2713
5/15/12,32,312,3296
6/15/12,32,348,3459
7/15/12,32,323,3268
8/15/12,32,326,3078
9/15/12,32,374,3479
10/15/12,32,332,3915
11/15/12,32,278,2768
12/15/12,32,185,1741
1/15/13,32,160,1908
2/15/13,32,205,2737
3/15/13,32,197,2918
4/15/13,32,190,2520
5/15/13,32,250,2903
6/15/13,32,133,1509
7/15/13,32,160,1834
8/15/13,32,150,1489
9/15/13,32,133,1606
6/15/01,33,4,79
7/15/01,33,4,82
8/15/01,33,6,87
9/15/01,33,3,87
10/15/01,33,6,121
11/15/01,33,5,99
12/15/01,33,8,113
1/15/02,33,7,85
2/15/02,33,12,117
3/15/02,33,5,95
4/15/02,33,6,98
5/15/02,33,6,90
6/15/02,33,6,102
7/15/02,33,11,105
8/15/02,33,6,88
9/15/02,33,5,58
10/15/02,33,11,68
11/15/02,33,8,65
12/15/02,33,4,69
1/15/03,33,6,53
2/15/03,33,4,51
3/15/03,33,4,55
4/15/03,33,2,47
5/15/03,33,5,43
6/15/03,33,6,88
7/15/03,33,5,66
8/15/03,33,10,69
9/15/03,33,8,65
10/15/03,33,8,68
11/15/03,33,10,69
12/15/03,33,13,167
1/15/04,33,15,140
2/15/04,33,7,147
3/15/04,33,6,222
4/15/04,33,12,171
5/15/04,33,11,181
6/15/04,33,14,233
7/15/04,33,19,199
8/15/04,33,36,360
9/15/04,33,21,239
10/15/04,33,23,285
11/15/04,33,18,329
12/15/04,33,22,309
1/15/05,33,21,227
2/15/05,33,42,605
3/15/05,33,32,671
4/15/05,33,55,585
5/15/05,33,58,741
6/15/05,33,61,770
7/15/05,33,68,908
8/15/05,33,56,1061
9/15/05,33,81,952
10/15/05,33,85,1244
11/15/05,33,121,1023
12/15/05,33,64,1017
1/15/06,33,73,1029
2/15/06,33,58,970
3/15/06,33,53,1162
4/15/06,33,64,1083
5/15/06,33,79,1489
6/15/06,33,88,1245
7/15/06,33,76,1249
8/15/06,33,82,1305
9/15/06,33,97,1189
10/15/06,33,74,1216
11/15/06,33,80,1034
12/15/06,33,79,1101
1/15/07,33,71,989
2/15/07,33,74,1037
3/15/07,33,71,1453
4/15/07,33,71,1230
5/15/07,33,103,1168
6/15/07,33,122,1423
7/15/07,33,137,1398
8/15/07,33,143,1465
9/15/07,33,138,1350
10/15/07,33,151,1753
11/15/07,33,158,1500
12/15/07,33,201,1672
1/15/08,33,173,1439
2/15/08,33,164,1570
3/15/08,33,196,2115
4/15/08,33,222,2007
5/15/08,33,277,2622
6/15/08,33,380,2859
7/15/08,33,387,2945
8/15/08,33,458,3566
9/15/08,33,518,3761
10/15/08,33,461,3483
11/15/08,33,553,3576
12/15/08,33,650,3999
1/15/09,33,500,3101
2/15/09,33,557,3453
3/15/09,33,683,4308
4/15/09,33,655,3755
5/15/09,33,727,4176
6/15/09,33,888,5139
7/15/09,33,765,4001
8/15/09,33,953,4776
9/15/09,33,941,5228
10/15/09,33,978,5184
11/15/09,33,842,4569
12/15/09,33,755,4478
1/15/10,33,847,4520
2/15/10,33,784,5151
3/15/10,33,819,6383
4/15/10,33,820,6201
5/15/10,33,1016,6945
6/15/10,33,928,6858
7/15/10,33,728,5752
8/15/10,33,819,5197
9/15/10,33,760,5196
10/15/10,33,742,5288
11/15/10,33,485,4113
12/15/10,33,493,4055
1/15/11,33,482,3995
2/15/11,33,483,4593
3/15/11,33,483,5241
4/15/11,33,475,4196
5/15/11,33,466,3950
6/15/11,33,466,3624
7/15/11,33,359,3635
8/15/11,33,360,3244
9/15/11,33,458,3539
10/15/11,33,371,3106
11/15/11,33,313,2519
12/15/11,33,398,3593
1/15/12,33,368,3305
2/15/12,33,279,3118
3/15/12,33,273,3089
4/15/12,33,291,2657
5/15/12,33,254,2863
6/15/12,33,370,3387
7/15/12,33,353,3440
8/15/12,33,345,3424
9/15/12,33,357,3183
10/15/12,33,325,3822
11/15/12,33,306,3310
12/15/12,33,318,2770
1/15/13,33,148,1815
2/15/13,33,149,1940
3/15/13,33,168,2420
4/15/13,33,192,2637
5/15/13,33,225,2469
6/15/13,33,289,2771
7/15/13,33,136,1740
8/15/13,33,131,1606
9/15/13,33,136,1659
6/15/01,34,4,75
7/15/01,34,3,83
8/15/01,34,6,86
9/15/01,34,6,84
10/15/01,34,6,88
11/15/01,34,5,108
12/15/01,34,5,106
1/15/02,34,5,133
2/15/02,34,3,74
3/15/02,34,4,84
4/15/02,34,6,105
5/15/02,34,4,108
6/15/02,34,5,103
7/15/02,34,7,135
8/15/02,34,7,110
9/15/02,34,2,103
10/15/02,34,2,59
11/15/02,34,4,68
12/15/02,34,5,70
1/15/03,34,4,74
2/15/03,34,3,53
3/15/03,34,3,40
4/15/03,34,5,31
5/15/03,34,8,116
6/15/03,34,16,112
7/15/03,34,7,95
8/15/03,34,8,72
9/15/03,34,7,72
10/15/03,34,6,79
11/15/03,34,2,64
12/15/03,34,12,175
1/15/04,34,8,168
2/15/04,34,8,140
3/15/04,34,12,172
4/15/04,34,4,171
5/15/04,34,17,172
6/15/04,34,16,196
7/15/04,34,12,210
8/15/04,34,19,256
9/15/04,34,28,353
10/15/04,34,15,269
11/15/04,34,21,286
12/15/04,34,26,318
1/15/05,34,19,298
2/15/05,34,38,648
3/15/05,34,25,551
4/15/05,34,35,635
5/15/05,34,45,644
6/15/05,34,67,683
7/15/05,34,58,769
8/15/05,34,69,976
9/15/05,34,73,986
10/15/05,34,101,938
11/15/05,34,137,1047
12/15/05,34,63,1031
1/15/06,34,85,1198
2/15/06,34,61,939
3/15/06,34,44,894
4/15/06,34,74,978
5/15/06,34,69,1148
6/15/06,34,96,1394
7/15/06,34,84,1281
8/15/06,34,87,1262
9/15/06,34,88,1369
10/15/06,34,83,1237
11/15/06,34,89,1091
12/15/06,34,85,999
1/15/07,34,91,1271
2/15/07,34,68,944
3/15/07,34,56,1017
4/15/07,34,97,1220
5/15/07,34,106,1314
6/15/07,34,88,1252
7/15/07,34,127,1503
8/15/07,34,126,1383
9/15/07,34,154,1413
10/15/07,34,140,1586
11/15/07,34,153,1601
12/15/07,34,166,1524
1/15/08,34,174,1718
2/15/08,34,135,1407
3/15/08,34,141,1529
4/15/08,34,216,1898
5/15/08,34,259,2239
6/15/08,34,302,2510
7/15/08,34,414,3041
8/15/08,34,435,3181
9/15/08,34,475,3781
10/15/08,34,542,3594
11/15/08,34,571,3647
12/15/08,34,628,4394
1/15/09,34,700,3839
2/15/09,34,484,2903
3/15/09,34,508,3350
4/15/09,34,721,3969
5/15/09,34,640,3805
6/15/09,34,729,4399
7/15/09,34,844,4912
8/15/09,34,764,4157
9/15/09,34,942,4872
10/15/09,34,850,4814
11/15/09,34,902,5113
12/15/09,34,788,4862
1/15/10,34,737,4414
2/15/10,34,659,4800
3/15/10,34,637,4934
4/15/10,34,737,5724
5/15/10,34,922,6375
6/15/10,34,978,7160
7/15/10,34,882,6730
8/15/10,34,832,5675
9/15/10,34,749,5318
10/15/10,34,644,4881
11/15/10,34,659,5475
12/15/10,34,482,3913
1/15/11,34,555,4169
2/15/11,34,499,4390
3/15/11,34,413,4276
4/15/11,34,552,4243
5/15/11,34,514,4381
6/15/11,34,515,4142
7/15/11,34,450,3907
8/15/11,34,416,3380
9/15/11,34,373,2997
10/15/11,34,443,3333
11/15/11,34,368,2857
12/15/11,34,276,2378
1/15/12,34,364,3464
2/15/12,34,287,3249
3/15/12,34,227,2720
4/15/12,34,291,2746
5/15/12,34,272,3053
6/15/12,34,337,2888
7/15/12,34,317,3651
8/15/12,34,339,3563
9/15/12,34,398,3192
10/15/12,34,324,3373
11/15/12,34,316,3292
12/15/12,34,307,3073
1/15/13,34,257,2978
2/15/13,34,127,1705
3/15/13,34,146,1686
4/15/13,34,159,2155
5/15/13,34,209,2591
6/15/13,34,213,2308
7/15/13,34,265,3283
8/15/13,34,134,1629
9/15/13,34,144,1645
6/15/01,35,2,70
7/15/01,35,3,80
8/15/01,35,6,91
9/15/01,35,7,78
10/15/01,35,7,79
11/15/01,35,3,84
12/15/01,35,9,110
1/15/02,35,3,115
2/15/02,35,3,116
3/15/02,35,9,76
4/15/02,35,4,88
5/15/02,35,7,89
6/15/02,35,7,101
7/15/02,35,8,119
8/15/02,35,10,106
9/15/02,35,4,92
10/15/02,35,3,96
11/15/02,35,6,67
12/15/02,35,7,61
1/15/03,35,5,59
2/15/03,35,4,80
3/15/03,35,2,38
4/15/03,35,3,45
5/15/03,35,4,110
6/15/03,35,11,124
7/15/03,35,5,109
8/15/03,35,5,92
9/15/03,35,2,74
10/15/03,35,8,73
11/15/03,35,3,67
12/15/03,35,13,187
1/15/04,35,9,164
2/15/04,35,8,155
3/15/04,35,6,150
4/15/04,35,7,116
5/15/04,35,16,186
6/15/04,35,14,197
7/15/04,35,15,207
8/15/04,35,14,289
9/15/04,35,28,268
10/15/04,35,34,357
11/15/04,35,20,264
12/15/04,35,24,311
1/15/05,35,33,316
2/15/05,35,47,677
3/15/05,35,38,616
4/15/05,35,32,507
5/15/05,35,42,661
6/15/05,35,51,613
7/15/05,35,60,786
8/15/05,35,71,783
9/15/05,35,64,919
10/15/05,35,92,1030
11/15/05,35,79,857
12/15/05,35,79,1053
1/15/06,35,72,1141
2/15/06,35,52,1088
3/15/06,35,43,929
4/15/06,35,48,749
5/15/06,35,62,1072
6/15/06,35,65,1122
7/15/06,35,88,1297
8/15/06,35,87,1229
9/15/06,35,84,1279
10/15/06,35,90,1396
11/15/06,35,100,1146
12/15/06,35,107,1199
1/15/07,35,64,1030
2/15/07,35,84,1016
3/15/07,35,39,942
4/15/07,35,76,861
5/15/07,35,79,1203
6/15/07,35,98,1258
7/15/07,35,112,1297
8/15/07,35,123,1423
9/15/07,35,132,1340
10/15/07,35,162,1712
11/15/07,35,154,1532
12/15/07,35,168,1602
1/15/08,35,155,1596
2/15/08,35,165,1613
3/15/08,35,121,1326
4/15/08,35,156,1418
5/15/08,35,201,2142
6/15/08,35,251,2234
7/15/08,35,296,2712
8/15/08,35,403,3139
9/15/08,35,460,3359
10/15/08,35,595,4125
11/15/08,35,600,3887
12/15/08,35,674,4112
1/15/09,35,693,4028
2/15/09,35,727,3754
3/15/09,35,484,3030
4/15/09,35,509,3178
5/15/09,35,645,4060
6/15/09,35,627,3794
7/15/09,35,740,4486
8/15/09,35,932,4982
9/15/09,35,802,4405
10/15/09,35,935,4881
11/15/09,35,819,4923
12/15/09,35,900,5510
1/15/10,35,748,4816
2/15/10,35,645,4564
3/15/10,35,594,4669
4/15/10,35,562,4409
5/15/10,35,783,5547
6/15/10,35,859,7112
7/15/10,35,954,7128
8/15/10,35,953,6657
9/15/10,35,890,5617
10/15/10,35,762,5708
11/15/10,35,662,5226
12/15/10,35,661,4962
1/15/11,35,508,3847
2/15/11,35,504,4156
3/15/11,35,386,3984
4/15/11,35,448,3764
5/15/11,35,477,4430
6/15/11,35,537,4124
7/15/11,35,512,4418
8/15/11,35,481,3896
9/15/11,35,373,3571
10/15/11,35,396,3098
11/15/11,35,461,3336
12/15/11,35,343,2849
1/15/12,35,291,2373
2/15/12,35,318,3391
3/15/12,35,246,2704
4/15/12,35,246,2627
5/15/12,35,307,2994
6/15/12,35,328,3183
7/15/12,35,330,3241
8/15/12,35,344,3610
9/15/12,35,415,3483
10/15/12,35,307,3746
11/15/12,35,318,3054
12/15/12,35,317,3432
1/15/13,35,323,3451
2/15/13,35,246,2877
3/15/13,35,119,1731
4/15/13,35,139,1569
5/15/13,35,194,2134
6/15/13,35,252,2287
7/15/13,35,228,2730
8/15/13,35,229,2718
9/15/13,35,152,1676
6/15/01,36,3,47
7/15/01,36,8,74
8/15/01,36,11,86
9/15/01,36,4,79
10/15/01,36,9,79
11/15/01,36,3,73
12/15/01,36,4,83
1/15/02,36,9,114
2/15/02,36,6,109
3/15/02,36,4,117
4/15/02,36,3,71
5/15/02,36,4,96
6/15/02,36,7,98
7/15/02,36,7,119
8/15/02,36,5,100
9/15/02,36,13,112
10/15/02,36,9,112
11/15/02,36,7,104
12/15/02,36,4,74
1/15/03,36,3,58
2/15/03,36,5,62
3/15/03,36,4,57
4/15/03,36,3,41
5/15/03,36,10,110
6/15/03,36,9,140
7/15/03,36,9,136
8/15/03,36,11,124
9/15/03,36,5,93
10/15/03,36,7,70
11/15/03,36,10,66
12/15/03,36,19,190
1/15/04,36,12,189
2/15/04,36,6,175
3/15/04,36,6,159
4/15/04,36,6,122
5/15/04,36,9,142
6/15/04,36,15,197
7/15/04,36,14,212
8/15/04,36,19,270
9/15/04,36,33,302
10/15/04,36,27,281
11/15/04,36,16,377
12/15/04,36,17,243
1/15/05,36,21,284
2/15/05,36,40,664
3/15/05,36,25,619
4/15/05,36,27,533
5/15/05,36,33,493
6/15/05,36,44,633
7/15/05,36,56,601
8/15/05,36,74,830
9/15/05,36,74,756
10/15/05,36,70,966
11/15/05,36,91,943
12/15/05,36,61,947
1/15/06,36,86,1168
2/15/06,36,56,1043
3/15/06,36,53,1044
4/15/06,36,49,759
5/15/06,36,50,890
6/15/06,36,56,1018
7/15/06,36,84,1142
8/15/06,36,104,1337
9/15/06,36,90,1252
10/15/06,36,84,1508
11/15/06,36,93,1266
12/15/06,36,81,1061
1/15/07,36,78,1289
2/15/07,36,64,974
3/15/07,36,51,1117
4/15/07,36,64,879
5/15/07,36,61,935
6/15/07,36,110,1390
7/15/07,36,106,1425
8/15/07,36,104,1276
9/15/07,36,150,1464
10/15/07,36,124,1686
11/15/07,36,165,1627
12/15/07,36,175,1490
1/15/08,36,193,1770
2/15/08,36,148,1568
3/15/08,36,134,1541
4/15/08,36,130,1411
5/15/08,36,166,1544
6/15/08,36,265,2173
7/15/08,36,251,2242
8/15/08,36,354,2807
9/15/08,36,477,3815
10/15/08,36,451,3650
11/15/08,36,608,4006
12/15/08,36,678,4739
1/15/09,36,634,4068
2/15/09,36,575,4010
3/15/09,36,499,3674
4/15/09,36,449,2558
5/15/09,36,491,3032
6/15/09,36,678,4151
7/15/09,36,616,3888
8/15/09,36,863,4621
9/15/09,36,940,5260
10/15/09,36,819,4124
11/15/09,36,915,4758
12/15/09,36,839,4781
1/15/10,36,871,5039
2/15/10,36,669,4935
3/15/10,36,535,4642
4/15/10,36,518,4035
5/15/10,36,686,4392
6/15/10,36,891,6400
7/15/10,36,829,6639
8/15/10,36,926,7184
9/15/10,36,905,6277
10/15/10,36,779,5865
11/15/10,36,679,5687
12/15/10,36,632,5007
1/15/11,36,603,5090
2/15/11,36,476,3916
3/15/11,36,401,4093
4/15/11,36,453,3626
5/15/11,36,503,4169
6/15/11,36,482,4376
7/15/11,36,524,4318
8/15/11,36,516,4539
9/15/11,36,481,3738
10/15/11,36,437,3349
11/15/11,36,387,3031
12/15/11,36,402,3604
1/15/12,36,321,2837
2/15/12,36,243,2307
3/15/12,36,314,3116
4/15/12,36,255,2528
5/15/12,36,274,2691
6/15/12,36,348,3028
7/15/12,36,323,3285
8/15/12,36,328,3045
9/15/12,36,384,3382
10/15/12,36,340,3850
11/15/12,36,288,3240
12/15/12,36,331,2931
1/15/13,36,346,3397
2/15/13,36,304,3526
3/15/13,36,219,2542
4/15/13,36,108,1529
5/15/13,36,118,1562
6/15/13,36,200,1968
7/15/13,36,271,2754
8/15/13,36,229,2330
9/15/13,36,279,3040
6/15/01,37,3,58
7/15/01,37,1,45
8/15/01,37,6,67
9/15/01,37,6,84
10/15/01,37,4,88
11/15/01,37,4,64
12/15/01,37,7,89
1/15/02,37,11,89
2/15/02,37,3,97
3/15/02,37,8,99
4/15/02,37,2,104
5/15/02,37,4,61
6/15/02,37,8,91
7/15/02,37,2,100
8/15/02,37,9,100
9/15/02,37,9,106
10/15/02,37,7,102
11/15/02,37,7,87
12/15/02,37,6,96
1/15/03,37,4,65
2/15/03,37,4,73
3/15/03,37,4,59
4/15/03,37,4,43
5/15/03,37,9,94
6/15/03,37,14,113
7/15/03,37,9,134
8/15/03,37,14,142
9/15/03,37,8,129
10/15/03,37,11,104
11/15/03,37,6,65
12/15/03,37,4,190
1/15/04,37,6,170
2/15/04,37,5,174
3/15/04,37,11,154
4/15/04,37,11,127
5/15/04,37,11,122
6/15/04,37,16,167
7/15/04,37,23,212
8/15/04,37,18,239
9/15/04,37,12,251
10/15/04,37,27,294
11/15/04,37,26,291
12/15/04,37,33,350
1/15/05,37,23,242
2/15/05,37,43,684
3/15/05,37,48,633
4/15/05,37,31,532
5/15/05,37,32,546
6/15/05,37,43,543
7/15/05,37,54,645
8/15/05,37,46,729
9/15/05,37,82,735
10/15/05,37,64,715
11/15/05,37,101,915
12/15/05,37,70,954
1/15/06,37,68,969
2/15/06,37,64,1030
3/15/06,37,49,1065
4/15/06,37,59,893
5/15/06,37,49,830
6/15/06,37,52,790
7/15/06,37,61,1047
8/15/06,37,73,1079
9/15/06,37,101,1366
10/15/06,37,88,1351
11/15/06,37,97,1394
12/15/06,37,81,1362
1/15/07,37,64,1217
2/15/07,37,83,1274
3/15/07,37,49,958
4/15/07,37,53,930
5/15/07,37,61,774
6/15/07,37,89,953
7/15/07,37,117,1384
8/15/07,37,138,1431
9/15/07,37,142,1265
10/15/07,37,140,1725
11/15/07,37,163,1388
12/15/07,37,169,1612
1/15/08,37,175,1545
